key,english,korean
tech_improved_databank_uplinks,Uplink Miniaturization,업링크 소형화
tech_improved_databank_uplinks_hive_mind,Deeper Collective Contemplation,심층 집단 명상
tech_improved_incubators,Improved Incubators,인큐베이터 개선
tech_industrial_farming,Industrial Agriculture,산업형 농업
tech_industrial_storm_protection,Planetary Storm Negation,폭풍 피해 완화 시설
tech_integrated_cybernetics,Integrated Cybernetics,통합 사이버네틱스
tech_integrated_cybernetics_machine_intelligence,Adaptive Cybernetics,적응형 사이버네틱스
tech_interplanetary_commerce,Interplanetary Commerce,행성 간 상거래
tech_interstellar_campaigns,Interstellar Campaigns,성간 전쟁
tech_interstellar_economics,Interstellar Economics,성간 경제
tech_interstellar_fleet_traditions,Interstellar Fleet Traditions,성간 함대 전통
tech_juggernaut,Juggernaut,저거너트
tech_jump_drive_1,Jump Drive,점프 드라이브
tech_kinetic_artillery_1,Kinetic Battery,운동 에너지형 포대
tech_kinetic_artillery_2,Kinetic Artillery,운동 에너지형 함포
tech_large_space_fauna_build_speed,Standardized Large-Scale Cloning,대형 클론 복제 표준화
tech_lasers_1,Red Lasers,적색 레이저
tech_lasers_2,Blue Lasers,청색 레이저
tech_lasers_3,UV Lasers,자외선 레이저
tech_lasers_4,X-Ray Lasers,X선 레이저
tech_lasers_5,Gamma Lasers,감마 레이저
tech_leviathan_techgenesis,Leviathan Tech Genesis,레비아탄 기술 창조
tech_leviathan_transgenesis,Leviathan Transgenesis,레비아탄 유전자 도입
tech_lgate_activation,L-Gate Activation,L-게이트 활성화
tech_lithoid_transgenesis,Silicate Transgenesis,규소류 유전자 도입
tech_living_state,The Living State,살아 있는 국가
tech_living_test_subjects,Living Test Subjects,생체 실험 대상
tech_lost_building_methods,Lost Building Methods,잃어버린 건설법
tech_luxuries_1,Nano-Circuit Assembly,나노 회로 조립
tech_luxuries_2,Replicator Kiosks,복제기 키오스크
tech_manifest_destiny,Manifest Destiny,운명 실현
tech_mass_accelerator_1,Mega Cannon,메가 캐논
tech_mass_accelerator_2,Giga Cannon,기가 캐논
tech_mass_drivers_1,Mass Drivers,매스 드라이버
tech_mass_drivers_2,Coilguns,코일건
tech_mass_drivers_3,Railguns,레일건
tech_mass_drivers_4,Advanced Railguns,강화 레일건
tech_mass_drivers_5,Gauss Cannons,가우스 캐논
tech_massive_glacier,Climate Control Network,기후 통제망
tech_matter_generator,Matter Generation,물질 생성
tech_mauler_build_speed,Standardized Mauler Incubation,표준형 마울러 부화
tech_mauler_growth_1,Improved Mauler Development,개선된 마울러 발달
tech_mauler_growth_2,Advanced Mauler Development,진보된 마울러 발달
tech_mechanized_mining,Mechanized Mining,기계화 채굴
tech_medium_space_fauna_build_speed,Standardized Medium-Scale Cloning,중형 클론 복제 표준화
tech_mega_assembly,Mega-Assembly Systems,거대 조립 체계
tech_mega_engineering,Mega-Engineering,거대 공학
tech_mega_shipyard,Mega Shipyard,거대 조선소
tech_metabolic_gases,Metabolic Gases,신진대사 가스
tech_micro_replicators,Micro-Replicators,초소형 복제기
tech_mine_aldar,Aldar Polishing,알다르 연마
tech_mine_betharian,Betharian Refining,베타리안 정제
tech_mine_dark_matter,Dark Matter Drawing,암흑 물질 추출
tech_mine_exotic_gases,Exotic Gas Extraction,외계 가스 추출
tech_mine_garanthium,Garanthium Mining,가란튬 채굴
tech_mine_living_metal,Living Metal,생체 금속
tech_mine_neutronium,Neutronium Extraction,뉴트로늄 추출
tech_mine_orillium,Orillium Mining,오릴륨 채굴
tech_mine_rare_crystals,Rare Crystal Mining,희귀 크리스탈 채굴
tech_mine_satramene,Satramene Refining,사트라민 정제
tech_mine_volatile_motes,Mote Stabilization,분말 안정화
tech_mine_zro,Zro Distillation,즈로 증류
tech_mine_zro_desc.2,by psionically-gifted,사이오닉 재능을 타고난
tech_mineral_purification_1,Mineral Purification,광물 정제
tech_mineral_purification_2,Advanced Mineral Purification,강화 광물 정제
tech_mining_1,Geothermal Fracking,지열 파쇄
tech_mining_2,Deep Core Mining,심핵 채굴
tech_mining_3,Mineral Isolation,광물 분리
tech_mining_drone_weapon_1,Mining Drone Lasers,채굴 드론 레이저
tech_mining_station_improvement_1,On-Site Processing,현장 가공
tech_mining_station_improvement_2,Autonomous Mining Operations,자율적 채굴 작업
tech_missiles_1,Nuclear Missiles,핵미사일
tech_missiles_2,Fusion Missiles,핵융합 미사일
tech_missiles_3,Antimatter Missiles,반물질 미사일
tech_missiles_4,Quantum Missiles,양자 미사일
tech_missiles_5,Marauder Missiles,약탈자 미사일
tech_modular_engineering,Modular Engineering,모듈 공학
tech_morphogenetic_field_mastery,Morphogenetic Field Mastery,형태 발생 역장 통달
tech_mountain_range,Planetary Resurfacing,행성 평탄화
tech_nanite_assemblers,Nanite Assemblers,나노봇 조립 장치
tech_nanite_autocannon,Nanite Autocannon,나노봇 오토캐논
tech_nanite_flak_batteries,Nanite Flak Battery,나노봇 대공 포대
tech_nanite_repair_system,Nanite Repair System,나노봇 수리 시스템
tech_nanite_repair_system_synth_queen,Cetana's Nanites,세타나의 나노봇
tech_nanite_transmutation,Nanite Transmutation,나노봇 변환
tech_nano_vitality_crops,Nano-Vitality Crops,나노 활력 작물
tech_neural_implants,Neural Implants,신경 삽입물
tech_neuro_quantum_links,Quantum Neuro-Links,양자 신경 링크
tech_neuroregeneration,Neural Tissue Engineering,신경 조직 공학
tech_new_numbers,New Numbers,새로운 숫자
tech_node_culling_1,Rudimentary Node Culling,낙후 노드 퇴출
tech_node_culling_2,Basic Node Culling,기본 노드 퇴출
tech_node_culling_3,Advanced Node Culling,진보된 노드 퇴출
tech_node_reformatting_1,Rudimentary Node Reformatting,낙후 노드 재포맷
tech_node_reformatting_2,Basic Node Reformatting,기본 노드 재포맷
tech_node_reformatting_3,Advanced Node Reformatting,진보된 노드 재포맷
tech_noxious_swamp,Xeno-Hydraulic Mastery,외계 수력학 통달
tech_nutrient_replication,Nutrient Replication,영양소 복제
tech_ocean_colonization,Ocean Colonization,해양 행성 개척
tech_orbital_arc_furnace,Arc Furnace,아크 용광로
tech_orbital_hydroponics,Orbital Hydroponics,궤도 수경 재배
tech_orbital_maneuvers,Advanced Orbital Maneuvers,첨단 궤도 기동
tech_orbital_ring_tier_1,Orbital Rings,오비탈 링
tech_orbital_sensor_array,Orbital Sensor Arrays,궤도 감지 배열망
tech_orbital_trash_dispersal,Orbital Trash Dispersal,궤도 폐기물 투하
tech_ordered_retreat,Ordered Retreat,퇴각 명령
tech_paradise_dome,Idyllic Architecture,목가적 건축 양식
tech_pd_tracking_1,Active Countermeasures,능동 대응
tech_pd_tracking_2,Interlinked Support Systems,상호 연계 지원 체계
tech_pd_tracking_3,Predictive Algorithms,예측 알고리즘
tech_penal_colonies,Penal Colonies,형벌 식민지
tech_perdition_beam,Perdition Beam,징벌 광선
tech_physics_1,Quantum Computing,양자 컴퓨터
tech_physics_2,Unified Field Theory,통일 역장 이론
tech_physics_3,Quantum Gravitational Waves,양자 중력파
tech_pirate_starting,Pirate Only Tech,해적 전용 기술
tech_pitharan_dust,Pitharan Dust Refining,피타란 분진 정제
tech_pk_cracker,Core Cracking,코어 분쇄
tech_pk_godray,Divine Stimulus,신성 자극
tech_pk_nanobots,Atmospheric Nanobot Dispersal,대기 중 나노봇 살포
tech_pk_neutron,Neutron Sweeping,중성자 정화
tech_pk_shielder,Global Pacification,천체 격리
tech_pk_smelter,Planet Smelting,행성 제련
tech_planetary_defenses,Planetary Defenses,행성 방어
tech_planetary_government,Planetary Government,행성 정부
tech_planetary_government_hive_mind,Planetary Plexus,행성 신경계
tech_planetary_government_machine_intelligence,Planetary Instantiation,행성 인스턴스화
tech_planetary_infrastructure_1,Ceramo-Metal Infrastructure,세라믹 금속 기반 시설
tech_planetary_infrastructure_2,Durasteel Infrastructure,듀라스틸 기반 시설
tech_planetary_shield_generator,Planetary Shields,행성 보호막
tech_planetary_unification,Planetary Unification,행성 통일
tech_planetary_unification_hive_mind,Evolutionary Convergence,진화 수렴
tech_planetary_unification_machine_intelligence,Uniform Data Standards,공통 데이터 표준
tech_plantoid_transgenesis,Botanical Transgenesis,식물 유전자 도입
tech_plasma_0,Plasma Emitter,플라스마 방출기
tech_plasma_1,Plasma Throwers,플라스마 방사기
tech_plasma_2,Plasma Accelerators,플라스마 가속기
tech_plasma_3,Plasma Cannons,플라스마 캐논
tech_positronic_implants,Positronic Implants,양전자 삽입물
tech_positronic_implants_machine_intelligence,Positronic Processors,양전자 연산기
tech_power_hub_1,Global Energy Management,전역 에너지 관리
tech_power_hub_2,Planetary Power Grid,행성 전력망
tech_power_plant_1,High-Energy Capacitors,고에너지 콘덴서
tech_power_plant_2,Field Modulation,역장 조절
tech_power_plant_3,Quantum Energy States,양자 에너지 상태
tech_power_plant_4,Quantum Field Manipulation,양자 역장 조작
tech_powered_exoskeletons,Powered Exoskeletons,동력형 외골격
tech_powered_exoskeletons_machine_intelligence,Improved Servomotors,개량 서보모터
tech_precognition_interface,Precognition Interface,예지 인터페이스
tech_predatory_tactics,Predatory Tactics,포식성 전술
tech_prescient_data_modeling,Numistic Data Modeling,누마 데이터 모델링
tech_probability_theory,Organic Probability Theory,유기체 확률 이론
tech_psi_jump_drive_1,Psi Jump Drive,사이오닉 점프 드라이브
tech_psi_jump_drives,Psi Jump Drives,사이오닉 점프 드라이브
tech_psionic_barrier,Psionic Barrier,사이오닉 장벽
tech_psionic_bombers,Psionic Bombers,사이오닉 폭격기
tech_psionic_disruptor,Psionic Disruptors,사이오닉 분열기
tech_psionic_lightning,Psionic Lightning,사이오닉 라이트닝
tech_psionic_shield,Psionic Shields,사이오닉 보호막
tech_psionic_theory,Psionic Theory,사이오닉 이론
tech_purity_campaigns,Purity Campaigns,순수성 운동
tech_pyroclastic_resonation,Pyroclastic Resonation,화쇄류 공명 현상
tech_quantum_catapult,Quantum Catapult,양자 발사 장치
tech_quicksand_basin,Soil Remediation,토양 복원
tech_rare_crystals,Rare Crystal Manufacturing,희귀 크리스탈 제조
tech_reactor_booster_1,Reactor Boosters,반응로 부스터
tech_reactor_booster_2,Improved Reactor Boosters,개량 반응로 부스터
tech_reactor_booster_3,Advanced Reactor Boosters,강화 반응로 부스터
tech_red_crystal_weapon_1,Red Crystal Capacitors,적색 크리스탈 콘덴서
tech_refit_standards,Refit Standards,개조 표준화
tech_refit_standards_beastmasters,Hatchery Optimization,부화장 최적화
tech_regenerative_hull_tissue,Regenerative Hull Tissue,재생형 선체 조직
tech_repeatable_command_limit,Admiralty Support Staff,제독 지원 참모
tech_repeatable_improved_armor_output,Matter Compression,물질 압축
tech_repeatable_improved_army_damage,Aggressive Conditioning,공격적 훈련
tech_repeatable_improved_army_health,Nerve Dampeners,신경 완충 장치
tech_repeatable_improved_core_system_cap,Administrative Efficiency,행정 효율성
tech_repeatable_improved_edict_length,Proclamation Broadcasts,선언 방송
tech_repeatable_improved_leader_cap,Sapient Resource Management,지성체 자원 관리
tech_repeatable_improved_leader_life_span,Cell Revitalization,세포 활성화
tech_repeatable_improved_military_station_damage,Synchronized Firing Patterns,동기화 사격 패턴
tech_repeatable_improved_military_station_health,Fortified Core Layers,강화 코어층
tech_repeatable_improved_planet_sensor_range,Planetary Signal Boosters,행성 신호 부스터
tech_repeatable_improved_sector_cap,Communication Protocols,통신 프로토콜
tech_repeatable_improved_shield_output,Shield Harmonics,보호막 고조파
tech_repeatable_improved_ship_health,Hull Integrity,선체 안정성
tech_repeatable_improved_slave_mineral_output,Stimulant Diet,자극제 식단
tech_repeatable_improved_starbase_capacity,Interstellar Expansion,성간 확장
tech_repeatable_improved_tile_energy_output,Applied Superconductivity,응용 초전도
tech_repeatable_improved_tile_food_output,Transgenic Crops,유전자 이식 작물
tech_repeatable_improved_tile_mineral_output,Extraction Patterns,추출 패턴
tech_repeatable_naval_cap,Fleet Management Procedures,함대 관리 절차
tech_repeatable_reduced_building_cost,Gravitational Analysis,중력 분석
tech_repeatable_reduced_building_time,Assembly Algorithms,조립 알고리즘
tech_repeatable_reduced_leader_cost,Talent Acquisition,인재 확보
tech_repeatable_reduced_leader_cost_machine_intelligence,Personality Safeguards,인격 보호
tech_repeatable_weapon_type_energy_damage,Focusing Arrays,사격 집중 배열
tech_repeatable_weapon_type_energy_fire_rate,Flash Coolant,순간 냉각제
tech_repeatable_weapon_type_explosive_damage,Thermodynamic Yield Control,열역학 수율 통제
tech_repeatable_weapon_type_explosive_fire_rate,Miniaturized Pre-Igniters,소형 선점화 장치
tech_repeatable_weapon_type_kinetic_damage,High-Density Munitions,고밀도 탄약
tech_repeatable_weapon_type_kinetic_fire_rate,Loader Efficiency,적재 장치 효율성
tech_repeatable_weapon_type_strike_craft_fire_damage,Synapse Interceptors,시냅스 요격기
tech_repeatable_weapon_type_strike_craft_fire_rate,Iterative Pilot Training,반복적인 조종 훈련
tech_resort_colonies,Resort Worlds,리조트 행성
tech_resource_processing_algorithms,Resource Processing Algorithms,자원 가공 알고리즘
tech_rift_sphere,Rift Sphere,균열 스피어
tech_rift_sphere_plural,Rift Spheres,균열 스피어
tech_robomodding,Machine Template System,기계 견본 체계
tech_robomodding_points_1,Cross-Model Standardization,모델 간 표준화
tech_robomodding_points_2,Fungible Circuitry,대체 가능 회로
tech_robot_assembly_complex,Robotic Assembly Systems,로봇 조립 체계
tech_robotic_workers,Artificial Workforce,인공 노동력
tech_sapient_ai,Positronic AI,양전자 AI
tech_satisfying_insults,Satisfying Insults,만족스러운 모욕
tech_scourge_missile_1,Scourge Missiles,스컬지 미사일
tech_secrets_baol,Baol Organic Plant,바올 유기체 공장
tech_secrets_cybrex,Cybrex Mining Hub,사이브렉스 채굴 허브
tech_secrets_irassian,Irassian Naval Yards,이라시아 해군 조선소
tech_secrets_vultaum,Vultaum Reality Computer,벌타움 현실 컴퓨터
tech_secrets_yuht,Yuht Astronomical Interferometer,유트 천문 간섭계
tech_secrets_zroni,Zroni Storm Caster,즈로니 폭풍 생성기
tech_selected_lineages,Selected Lineages,혈통 선발
tech_self_assembling_components,Self-Assembling Components,자체 조립 구성품
tech_self_aware_logic,Self-Evolving Logic,자가 진화 논리
tech_self_aware_logic_desc,Introspective prioritization.,내면을 성찰해 우선순위를 정합니다.
tech_self_aware_logic_desc_hive_mind,Indivisible unity apart.,불가분의 통합성을 분리합니다.
tech_self_aware_logic_hive_mind,Autonomous Synapses,자율 시냅스
tech_sensors_2,Gravitic Sensors,중력 감지기
tech_sensors_3,Subspace Sensors,아공간 감지기
tech_sensors_4,Tachyon Sensors,타키온 감지기
tech_sensors_bio_integration,Sensor Bio-integration,감지기 생체 통합
tech_shield_hardeners_1,Shield Hardening,보호막 경화
tech_shield_hardeners_2,Advanced Shield Hardening,강화 보호막 경화
tech_shield_recharge_aura_1,Capacitor Fields,콘덴서 역장
tech_shield_rechargers_1,Shield Capacitors,보호막 콘덴서
tech_shields_1,Deflectors,편향막
tech_shields_2,Improved Deflectors,개량 편향막
tech_shields_3,Shields,보호막
tech_shields_4,Advanced Shields,강화 보호막
tech_shields_5,Hyper Shields,초강화 보호막
tech_ship_armor_1,Nanocomposite Materials,나노 합성 소재
tech_ship_armor_2,Ceramo-Metal Materials,세라믹 금속 소재
tech_ship_armor_3,Plasteel Materials,플라스틸 소재
tech_ship_armor_4,Durasteel Materials,듀라스틸 소재
tech_ship_armor_5,Neutronium Materials,뉴트로늄 소재
tech_ship_hull_storm_breaker_1,Storm Dampening Generators,폭풍 완충 역장 생성기
tech_ship_hull_storm_breaker_2,Storm Breaker Coating,폭풍 차단 코팅
tech_ship_storm_weapons_1,Payload Padding,화력 보호재
tech_ship_storm_weapons_2,Tempest Cage Architecture,폭풍 봉쇄 설계
tech_slave_colonies,Thrall-Worlds,노예 행성
tech_small_space_fauna_build_speed,Standardized Small-Scale Cloning,소형 클론 복제 표준화
tech_society_1,Xenobiology,외계 생물학
tech_society_2,Neural Weaving,신경 직조
tech_society_3,Biostructural Synthesis,생체 구조 합성
tech_solar_panel_network,Orbital Energy Conversion,궤도 에너지 변환
tech_space_cloud_weapon_1,Cloud Lightning Conduits,공허 구름 번개 도관
tech_space_construction,Offworld Construction,외계 건설
tech_space_defense_station_1,Deep Space Defenses,심우주 방어
tech_space_defense_station_2,Deep Space Stations,심우주 기지
tech_space_defense_station_3,Deep Space Installations,심우주 시설
tech_space_defense_station_improvement,Corps of Engineers,공병단
tech_space_defense_station_improvement_machine_intelligence,Optimized Station Construction,기지 건설 최적화
tech_space_exploration,Space Exploration,우주 탐사
tech_space_mining_1,Zero-G Refineries,무중력 정제소
tech_space_mining_2,Long-Range Mineral Scanners,장거리 광물 스캐너
tech_space_mining_3,Mineral Cutting Beams,광물 절단 광선
tech_space_mining_4,Autonomous Mining Drones,자율 채굴 드론
tech_space_mining_5,Nanite Mineral Probes,나노봇 광물 탐사정
tech_space_science_1,Zero-G Laboratories,무중력 연구소
tech_space_science_2,Miniature Containment Fields,소형 봉쇄 역장
tech_space_science_3,Quantum Probes,양자 탐사정
tech_space_science_4,Autonomous Station Protocols,자율 기지 프로토콜
tech_space_science_5,Multi-Dimensional Analysis,다차원 분석
tech_space_trading,Offworld Trade Companies,외우주 무역 상사
tech_space_whale_weapon_1,Frequency Tuning,주파수 조율
tech_starbase_1,Starbase Construction,항성 기지 건설
tech_stellar_absorption,Stellar Absorption,항성 흡수
tech_stinger_build_speed,Standardized Stinger Incubation,표준형 스팅어 부화
tech_stinger_growth_1,Improved Stinger Development,개선된 스팅어 발달
tech_stinger_growth_2,Advanced Stinger Development,진보된 스팅어 발달
tech_storm_manipulation,Storm Manipulation,폭풍 조작
tech_storm_prediction_1,Cosmic Weather Models,우주 기상 모형
tech_storm_prediction_2,Probability Current,확률 흐름 분석
tech_strike_craft_1,Carrier Operations,모함 공격기
tech_strike_craft_2,Improved Strike Craft,개량 공격기
tech_strike_craft_3,Advanced Strike Craft,강화 공격기
tech_strike_craft_skrand,Skravird Strike Craft,스크라비르드 공격기
tech_subdermal_stimulation,Subdermal Stimulation,피하 자극
tech_subspace_drive,Subspace Drive,아공간 드라이브
tech_supreme_alloy,Supreme Alloy,최고의 합금
tech_swarm_strike_craft_1,Swarm Spawning Pools,무리 산란장
tech_swarmer_missiles_1,Swarmer Missiles,군집 미사일
tech_swarmer_missiles_2,Whirlwind Missiles,선풍 미사일
tech_symbol_unity,Symbols of Unity,통합의 상징
tech_synchronized_defences,Synchronized Defenses,통합 방어
tech_synchronized_work_patterns,Synchronized Work Patterns,작업 패턴 동기화
tech_synth_queen_knowledge,Cetana's Thought,세타나의 생각
tech_synthetic_leaders,Artificial Personality Matrix,인공 인격 매트릭스
tech_synthetic_thought_patterns,Synthetic Thought Patterns,합성체 사고 패턴
tech_synthetic_workers,Artificial Administration,인공 행정가
tech_telepathy,Telepathy,텔레파시
tech_temple_of_transportation,Temple of Transportation,수송의 전당
tech_terrestrial_sculpting,Terrestrial Sculpting,지각 재형성
tech_thought_enforcement,Thought Enforcement,사상 강요
tech_thought_enforcement_gestalt,Thought Pre-Emption,사고 선점
tech_thrusters_1,Chemical Thrusters,화학 추진기
tech_thrusters_2,Ion Thrusters,이온 추진기
tech_thrusters_3,Plasma Thrusters,플라스마 추진기
tech_thrusters_4,Impulse Thrusters,임펄스 추진기
tech_thrusters_bio_integration,Thruster Bio-integration,추진기 생체 통합
tech_titan_hull_1,Improved Titan Hulls,개량 타이탄 선체
tech_titan_hull_2,Advanced Titan Hulls,강화 타이탄 선체
tech_titans,Titans,타이탄
tech_tomb_world_adaption,Tomb World Adaptation,죽은 행성 적응
tech_torpedoes_1,Space Torpedoes,우주 어뢰
tech_torpedoes_2,Armored Torpedoes,장갑 어뢰
tech_torpedoes_3,Devastator Torpedoes,파괴자 어뢰
tech_toxic_kelp,Ocean Ecology Management,해양 생태 관리
tech_transcendent_faith,Metacognitive Faith,초인지 신앙
tech_trinary_computing,Trinary Computing,3중 연산
tech_tropical_colonization,Tropical Colonization,열대 행성 개척
tech_tundra_colonization,Tundra Colonization,동토 행성 개척
tech_unity_of_purpose,Unity of Purpose,목적의 통합
tech_universal_marcophage,Universal Macrophage,범용 대식 세포
tech_unusual_senses,Unusual Senses,특이한 감각
tech_virtual_combat_arena,Virtual Combat Simulations,가상 전투 시뮬레이션
tech_visitor_center,Alien Visitor Centers,외계인 관광 안내소
tech_voidworm_immunity,Voidworm Immunity,공허충 면역
tech_volatile_motes,Volatile Material Plants,불안정 소재 공장
tech_volcanic_forge,Volcanic Forge,화산 제련소
tech_volcanic_terraforming,Volcanic Terraforming,화산 테라포밍
tech_volcano,Deep Crust Engineering,심층 지각 공학
tech_warp_drive_1,Warp Travel,워프 항행
tech_warp_drive_2,Warp Field Stabilizers,워프 역장 안정기
tech_warp_drive_3,Warp Drive Ramscoops,워프 드라이브 램스쿠프
tech_weaver_buffer_2,Weaver Healing Spores,위버 치유 포자
tech_weaver_buffer_3,Weaver Mending Spores,위버 수리 포자
tech_weaver_buffer_4,Weaver Adaptive Spores,위버 적응형 포자
tech_weaver_buffer_5,Weaver Intelligent Spores,위버 지능형 포자
tech_weaver_build_speed,Standardized Weaver Incubation,표준형 위버 부화
tech_weaver_debuffer_2,Dampening Tendrils,약화 촉수
tech_weaver_debuffer_3,Suppression Tendrils,억제 촉수
tech_weaver_debuffer_4,Disruption Tendrils,방해 촉수
tech_weaver_debuffer_5,Bioelectric Tendrils,생체 전기 촉수
tech_weaver_debuffer_6,Bio-Plasma Waves,생체 플라스마 파동
tech_weaver_growth_1,Improved Weaver Development,개선된 위버 발달
tech_weaver_growth_2,Advanced Weaver Development,진보된 위버 발달
tech_wilderness_node,Centers of Being,존재의 중심
tech_wilderness_terraform,Planetary Germination,행성 발아
tech_wormhole_generation_1,Subspace Wormholes,아공간 웜홀
tech_wormhole_generation_2,Wormhole Calibration Matrix,웜홀 보정 매트릭스
tech_wormhole_generation_3,Wormhole Containment Fields,웜홀 봉쇄 역장
tech_wormhole_stabilization,Wormhole Stabilization,웜홀 안정화
tech_xeno_aesthetics,Xeno-Aesthetics,외계 심미학
tech_xeno_diplomacy,Xeno Diplomacy,외계종 외교
tech_xeno_ecology_1,Xeno Ecology Subjugation,외계 생태계 정복
tech_xeno_ecology_2,Environmental Control,환경 통제
tech_xeno_integration,Xeno Integration,외계종 통합
tech_xeno_linguistics,Xeno-Linguistics,외계 언어학
tech_xeno_relations,Xeno Relations,외계 관계
tech_xeno_supremacy,Xeno Supremacy,외계 패권
tech_xeno_tourism_agency,Xeno Outreach Agencies,외계 지원 대행사
tech_xeno_zoo,Xeno Zoo,외계종 동물원
tech_yellow_crystal_weapon_1,Yellow Crystal Capacitors,황색 크리스탈 콘덴서
tech_zero_gravity_assembly_sequence,Zero-G Work Frames,무중력 작업 프레임
tech_zero_point_power,Zero Point Power,영점 동력원
tech_zro_launcher,Zro Launchers,즈로 발사기
tradition_adaptability,Adaptability,적응
tradition_aptitude,Aptitude,능력
tradition_archivism,Archivism,보존주의
tradition_cybernetics,Cybernetics,사이버네틱
tradition_diplomacy,Diplomacy,외교
tradition_discovery,Discovery,발견
tradition_domestication,Domestication,가축화
tradition_domination,Domination,지배
tradition_enmity,Enmity,대적
tradition_expansion,Expansion,확장
tradition_genetics,Genetics,유전
tradition_harmony,Harmony,조화
tradition_logistics,Logistics,물류
tradition_mercantile,Commerce,교역
tradition_modularity,Modularity,모듈화
tradition_mutation,Mutation,변이
tradition_nanotech,Nanotech,나노테크
tradition_politics,Politics,정치
tradition_prosperity,Prosperity,번영
tradition_psionics,Psionics,사이오닉
tradition_purity,Purity,순수
tradition_statecraft,Statecraft,국가 운영
tradition_subterfuge,Subterfuge,기만
tradition_supremacy,Supremacy,우월
tradition_synchronicity,Synchronicity,동기화
tradition_synthetics,Synthetics,합성
tradition_unyielding,Fortification,요새화
tradition_versatility,Versatility,융통성
tradition_virtuality,Virtuality,가상화
trait_acidic_vascularity,Acidic Vascularity,산성 체액
trait_adaptive,Adaptive,적응력
trait_adaptive_amenities,Adaptive Harmonics,적응형 화음 기관
trait_adaptive_energy,Adaptive Insulators,적응형 절연층
trait_adaptive_food,Adaptive Plows,적응형 쟁기
trait_adaptive_forge,Adaptive Calluses,적응형 외피
trait_adaptive_minerals,Adaptive Claws,적응형 발톱
trait_adaptive_mutations,Adaptive Mutations,적응형 변이
trait_adaptive_research,Adaptive Cortex,적응형 피질
trait_adaptive_trade,Adaptive Pheromones,적응형 페로몬
trait_adaptive_unity,Adaptive Sense Organs,적응형 감각 기관
trait_agrarian,Agrarian,농경
trait_aquatic,Aquatic,수생류
trait_artificial_intelligence,Augmented Intelligence,증강 지능
trait_auto_cold_preference,Cold Climate Mutations,냉대 기후 변이
trait_auto_dry_preference,Dry Climate Mutations,저습 기후 변이
trait_auto_hab_preference,Mutagenic Habitability,변이 유발 거주 적합도
trait_auto_mod_biological,Vocational Genomics,직업 유전체
trait_auto_mod_cyborg,Universal Augmentations,범용 증강 장치
trait_auto_mod_overtuned,Fleeting Excellence,찰나의 우월함
trait_auto_mod_robotic,Adaptive Frames,적응형 골격
trait_auto_pc_ringworld_habitable_preference,Ring World Mutations,링 월드 변이
trait_auto_wet_preference,Wet Climate Mutations,습윤 기후 변이
trait_bioadaptability,Bioadaptability,생체 적응
trait_blindness,Blind,눈먼 자
trait_brainslug,Brain Slug Host,두뇌 민달팽이 숙주
trait_brittle,Brittle,취약
trait_camouflage,Camouflage,위장
trait_cave_dweller,Cave Dweller,동굴 거주자
trait_cetanas_prisoner,Reawakened,다시 깨어난 자
trait_charismatic,Charismatic,카리스마
trait_chromalogs,Chromalogs,색채 소통
trait_clone_soldier_fertile,Clone Soldier Descendant,후대 클론 병사
trait_clone_soldier_infertile_full_potential,Clone Soldier Ascendant,선대 클론 병사
trait_cold_planet_preference,Cold Planet Preference,냉대 행성 선호
trait_cold_planet_preference_short,Cold Planet,냉대 행성
trait_commercial_genius,Commercial Genius,상업의 천재
trait_communal,Communal,공동체
trait_conformists,Conformists,순응주의자
trait_conservational,Conservationist,보호론자
trait_crack_miner,Dedicated Miner,전문 광부
trait_crafted_smiles,Crafted Smiles,만들어진 미소
trait_cranial_hypertrophy,Cranial Hypertrophy,두개골 비대증
trait_cranial_megatrophy,Cranial Megatrophy,두개골 거대증
trait_crucible_community,Crucible Community,도가니 공동체
trait_cyborg_apathy_loops,Abrasive Implants,거친 삽입물
trait_cyborg_bionic_engineers,Bionic Engineers,바이오닉 공학자
trait_cyborg_bionic_physicists,Bionic Physicists,바이오닉 물리학자
trait_cyborg_bionic_sociologists,Bionic Sociologists,바이오닉 사회학자
trait_cyborg_bulky,Bulky,덩치
trait_cyborg_climate_adjustment_cold,Cold Climate Mods,냉대 기후용 개조
trait_cyborg_climate_adjustment_dry,Dry Climate Mods,건조 기후용 개조
trait_cyborg_climate_adjustment_wet,Wet Climate Mods,습윤 기후용 개조
trait_cyborg_custom_made,Custom-Made,주문 제작
trait_cyborg_delicate_frames,Delicate Frames,연약한 골격
trait_cyborg_double_jointed,Double-Jointed,이중 관절
trait_cyborg_durable,Durable,내구성
trait_cyborg_efficient_processors,Efficient Processors,효율적 프로세서
trait_cyborg_enhanced_memory,Enhanced Memory,향상된 메모리
trait_cyborg_harvesters,Harvesters,수확기
trait_cyborg_high_bandwidth,High Bandwidth,높은 대역폭
trait_cyborg_high_maintenance,High Maintenance,높은 유지비
trait_cyborg_integrated_weaponry,Integrated Weaponry,일체형 무기
trait_cyborg_learning_algorithms,Learning Algorithms,학습 알고리즘
trait_cyborg_limited_memory,Limited Memory,제한된 메모리
trait_cyborg_logic_engines,Logic Engines,논리 엔진
trait_cyborg_loyalty_circuits,Loyalty Circuits,충성 회로
trait_cyborg_mass_produced,Refurbished Implants,삽입물 재활용
trait_cyborg_neural_limiters,Neural Limiters,신경 제한기
